时间,实例,模型,档位,对象,缓存命中输入,未命中输入,输出,重试次数,状态,耗时秒
2026-08-31 11:10:08,MBL-DZZ-01-明旭,deepseek-v4-pro,A,docs/协作机制/明旭的记忆/_终极牛逼1材料_每日解放操作手册.md,896,1249,13790,0,成功,275.3
2026-08-31 11:45:44,MBL-DZZ-01-明旭,-,启动,-,0,0,0,0,脚本启动,0
2026-08-31 11:46:54,MBL-DZZ-01-明旭,-,启动,-,0,0,0,0,脚本启动,0
2026-08-31 11:51:36,MBL-DZZ-01-明旭,deepseek-v4-pro,A,docs/协作机制/明旭的记忆/_终极牛逼2材料_独立理论命题.md,896,2726,15998,0,成功,282.0
2026-08-31 12:32:38,MBL-DZZ-01-明旭,-,启动,-,0,0,0,0,脚本启动,0
2026-08-31 12:35:11,MBL-DZZ-01-明旭,-,启动,-,0,0,0,0,脚本启动,0
2026-08-31 12:37:06,MBL-DZZ-01-明旭,deepseek-v4-pro,A,docs/协作机制/明旭的记忆/_终极牛逼3材料_马克思本体论超越.md,896,2964,6364,0,成功,115.0
2026-08-31 14:09:24,MBL-DZZ-01-明旭,-,启动,-,0,0,0,0,脚本启动,0
2026-08-31 14:18:12,MBL-DZZ-01-明旭,deepseek-v4-pro,A,docs/协作机制/明旭的记忆/_迭代8材料_全库概念时间线.md,3968,55,16001,1,成功,527.0
2026-08-31 16:15:44,MBL-DZZ-01-明旭,-,启动,-,0,0,0,0,脚本启动,0
2026-08-31 16:20:08,MBL-DZZ-01-明旭,deepseek-v4-pro,A,docs/协作机制/明旭的记忆/_迭代9材料_理论演变规律.md,896,3111,15999,0,成功,263.8
2026-08-31 17:59:27,MBL-DZZ-01-明旭,-,启动,-,0,0,0,0,脚本启动,0
2026-08-31 18:02:58,MBL-DZZ-01-明旭,deepseek-v4-pro,A,docs/协作机制/明旭的记忆/_迭代10材料_全库精华整合.md,896,2477,12506,0,成功,210.7
2026-08-31 18:08:52,MBL-DZZ-01-明旭,-,启动,-,0,0,0,0,脚本启动,0
2026-08-31 18:13:06,MBL-DZZ-01-明旭,deepseek-v4-pro,A,docs/协作机制/明旭的记忆/_三件事解决材料.md,896,2503,14256,0,成功,253.5
2026-08-31 18:51:50,MBL-DZZ-01-明旭,-,启动,-,0,0,0,0,脚本启动,0
2026-08-31 18:56:33,MBL-DZZ-01-明旭,deepseek-v4-pro,A,docs/协作机制/明旭的记忆/_牛逼性论证材料.md,896,1974,16001,0,成功,282.5
2026-08-31 19:06:28,MBL-DZZ-01-明旭,-,启动,-,0,0,0,0,脚本启动,0
2026-08-31 19:11:37,MBL-DZZ-01-明旭,-,启动,-,0,0,0,0,脚本启动,0
2026-08-31 19:16:47,MBL-DZZ-01-明旭,deepseek-v4-pro,A,/home/user/.super_doubao/super-doubao-runtime/workspace/mingbenlun_local/记忆恢复/_牛逼性论证材料.md,1920,63,16916,0,成功,309.8
2026-08-31 19:30:37,MBL-DZZ-01-明旭,-,启动,-,0,0,0,0,脚本启动,0
2026-08-31 19:33:53,MBL-DZZ-01-明旭,deepseek-v4-pro,A,/home/user/.super_doubao/super-doubao-runtime/workspace/mingbenlun_local/记忆恢复/_牛逼性补料包.md,896,1758,11372,0,成功,196.4
2026-08-31 19:48:56,MBL-DZZ-01-明旭,-,启动,-,0,0,0,0,脚本启动,0
2026-08-31 20:07:34,MBL-DZZ-01-明旭,-,启动,-,0,0,0,0,脚本启动,0
2026-08-31 20:15:18,MBL-DZZ-01-明旭,deepseek-v4-pro,A,/home/user/.super_doubao/super-doubao-runtime/workspace/mingbenlun_local/记忆恢复/_P4断裂攻关材料.md,2432,30,23273,0,成功,463.7
2026-08-31 20:24:56,MBL-DZZ-01-明旭,-,启动,-,0,0,0,0,脚本启动,0
2026-08-31 20:31:09,MBL-DZZ-01-明旭,-,启动,-,0,0,0,0,脚本启动,0
2026-08-31 20:36:22,MBL-DZZ-01-明旭,deepseek-v4-pro,A,/home/user/.super_doubao/super-doubao-runtime/workspace/mingbenlun_local/记忆恢复/_M公式攻关材料.md,2560,61,15774,0,成功,312.4
2026-08-31 20:42:17,MBL-DZZ-01-明旭,-,启动,-,0,0,0,0,脚本启动,0
2026-08-31 20:46:48,MBL-DZZ-01-明旭,deepseek-v4-pro,A,/home/user/.super_doubao/super-doubao-runtime/workspace/mingbenlun_local/记忆恢复/_P编号体系攻关材料.md,896,2002,17159,0,成功,271.7
2026-09-02 01:26:05,S04-本地端,deepseek-chat,A档,fix_substitution_lemma_nat_ltb_ge_v2,0,8580,8001,0,success,36.92,0.011118,0.0,stop,fix_substitution_lemma_nat_ltb_ge_v2
2026-09-02 01:30:58,S04-本地端,deepseek-chat,A档,fix_substitution_lemma_apply_error_v3,0,8813,8036,0,success,41.11,0.011219,0.0,stop,fix_substitution_lemma_apply_error_v3
2026-09-02 01:34:09,S04-本地端,deepseek-chat,A档,fix_substitution_lemma_eqb_neq_v4,0,8789,8133,0,success,40.38,0.011319,0.0,stop,fix_substitution_lemma_eqb_neq_v4
2026-09-02 04:36:00,S04-本地端,deepseek-chat,A档,S04_fix_progress_proof,0,10791,32768,0,truncated,133.5,0.038958,0.0,length,S04_fix_progress_proof
2026-09-02 04:36:37,S04-本地端,deepseek-chat,A档,S04_fix_progress_v2,0,10353,449,0,success,3.85,0.003289,0.0,stop,S04_fix_progress_v2
2026-09-02 05:48:33,S04-本地端,deepseek-chat,A档,S04_fix_substitution_lemma,0,11437,9865,0,success,50.51,0.013939,0.0,stop,S04_fix_substitution_lemma
2026-09-02 06:02:34,S04-本地端,deepseek-chat,A档,S04_fix_substitution_v2_correct_ctx_insert,0,11544,7587,0,success,42.08,0.011463,0.0,stop,S04_fix_substitution_v2_correct_ctx_insert
2026-09-02 06:17:30,S04-本地端,deepseek-chat,A档,S04_fix_substitution_v3_direct_induction,0,11612,1346,0,success,9.55,0.004616,0.0,stop,S04_fix_substitution_v3_direct_induction
2026-09-02 06:35:05,S04-本地端,deepseek-chat,A档,S04_fix_substitution_v4_subst_fresh,0,11258,437,0,success,4.1,0.00352,0.0,stop,S04_fix_substitution_v4_subst_fresh
2026-09-02 07:04:50,S04-本地端,deepseek-chat,A档,S04_fix_substitution_v5_gen_lemma,0,11578,16384,0,truncated,78.55,0.021148,0.0,length,S04_fix_substitution_v5_gen_lemma
2026-09-02 07:42:01,S04-本地端,deepseek-chat,B档,S04_fix_substitution_v6_delta_gen,0,11569,5184,0,success,31.02,0.008826,0.0,stop,S04_fix_substitution_v6_delta_gen
2026-09-02 08:20:40,S04-本地端,deepseek-chat,B档,S04_fix_substitution_v7_fixed_aux,0,11524,6003,0,success,35.61,0.009715,0.0,stop,S04_fix_substitution_v7_fixed_aux
2026-09-02 09:01:29,S04-本地端,deepseek-chat,B档,substitution_general_proof,0,1879,16000,0,truncated,72.12,0.018107,0.0,length,substitution_general_proof
2026-09-02 09:26:23,S04-本地端,deepseek-chat,B档,get_insert_at_lt_gt_proof,0,772,486,0,success,4.66,0.000743,0.0,stop,get_insert_at_lt_gt_proof
2026-09-02 09:30:20,S04-本地端,deepseek-chat,B档,get_insert_at_fix_v2,0,791,519,0,success,3.82,0.000784,0.0,stop,get_insert_at_fix_v2
2026-09-02 09:33:43,S04-本地端,deepseek-chat,B档,get_insert_at_fix_v3,0,1182,475,0,success,3.27,0.000842,0.0,stop,get_insert_at_fix_v3
2026-09-02 09:47:11,S04-本地端,deepseek-chat,B档,name_subst_general_proof,0,650,300,0,success,3.12,0.000505,0.0,stop,name_subst_general_proof
2026-09-02 09:53:23,S04-本地端,deepseek-chat,B档,substitution_general_proof,0,1938,677,0,success,4.96,0.001268,0.0,stop,substitution_general_proof
2026-09-02 10:11:52,S04-本地端,deepseek-chat,B档,substitution_general_proof_v2_s01_skeleton,0,3909,658,0,success,4.9,0.001779,0.0,stop,substitution_general_proof_v2_s01_skeleton
2026-09-02 10:19:06,S04-本地端,deepseek-chat,B档,fix_pout_pin_case,0,1529,513,0,success,4.16,0.000977,0.0,stop,fix_pout_pin_case
2026-09-02 10:20:51,S04-本地端,deepseek-chat,B档,fix_pout_pin_case_v2,0,1892,809,0,success,5.61,0.001401,0.0,stop,fix_pout_pin_case_v2
2026-09-02 10:29:20,S04-本地端,deepseek-chat,B档,substitution_general_typed_induction,0,0,0,0,error,300.17,0.0,0.0,unknown,substitution_general_typed_induction
2026-09-02 10:31:29,S04-本地端,deepseek-chat,B档,substitution_general_short_input,0,364,708,0,success,5.56,0.000877,0.0,stop,substitution_general_short_input
2026-09-02 10:53:25,S04-本地端,deepseek-chat,B档,substitution_general_s01_strategy,0,5353,1025,0,success,9.25,0.002573,0.0,stop,substitution_general_s01_strategy
2026-09-02 11:11:26,S04-本地端,deepseek-chat,B档,substitution_general_pout_only,0,1367,2370,0,success,14.87,0.002976,0.0,stop,substitution_general_pout_only
2026-09-02 11:25:29,S04-本地端,deepseek-chat,B档,substitution_general_s01_ob007,0,1785,15000,0,truncated,62.98,0.016982,0.0,length,substitution_general_s01_ob007
2026-09-02 11:58:33,S04-本地端,deepseek-chat,B档,get_insert_at_eq_lemmas,0,847,610,0,success,4.15,0.0009,0.0,stop,get_insert_at_eq_lemmas
2026-09-02 12:00:14,S04-本地端,deepseek-chat,B档,get_insert_at_eq_lemmas,768,79,538,0,success,4.6,0.000667,0.9067,stop,get_insert_at_eq_lemmas
2026-09-02 12:47:07,S04-本地端,deepseek-chat,B档,substitution_general_pres_prep,0,1266,330,0,success,4.05,0.000705,0.0,stop,substitution_general_pres_prep
2026-09-02 14:24:46,S04-本地端,deepseek-chat,B档,S04_set_none_analysis,0,3785,3397,0,success,24.11,0.004759,0.0,stop,S04_set_none_analysis
2026-09-02 14:33:10,S04-本地端,deepseek-chat,B档,S04_set_none_reanalysis,0,2223,6022,0,success,37.72,0.007224,0.0,stop,S04_set_none_reanalysis
2026-09-02 14:39:42,S04-本地端,deepseek-chat,B档,S04_all_wisdom_to_deepseek,0,11744,8000,0,truncated,49.0,0.011971,0.0,length,S04_all_wisdom_to_deepseek
2026-09-02 15:01:33,S04-本地端,deepseek-chat,B档,S04_all_problems_to_deepseek_v4,0,2312,8000,0,truncated,42.95,0.009424,0.0,length,S04_all_problems_to_deepseek_v4
2026-09-02 15:28:16,S04-本地端,deepseek-chat,B档,S04_PIn_three_boundary_cases,0,2863,8000,0,truncated,58.52,0.009573,0.0,length,S04_PIn_three_boundary_cases
